sequence_id,timestep,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,pitch,roll,yaw,floor_vibration,room_occupancy,pressure_mat,label
20000,0,0.2966498570427927,0.1812458549902085,0.15882239074220283,-0.09099798677780277,0.11356258876986018,0.09415004519746137,44.98871218388071,-0.893006272609882,-0.46245994043247385,0.0,0.0,0.0,stand
20000,1,-0.27770686000783873,-0.47806805030852356,-0.2614973727917876,-0.06205311962235456,-0.0803051736615635,-0.11410067014861965,44.078907350654596,-0.0661224600647374,0.7671004959117146,0.0,1.0,0.0,stand
20000,2,0.04800140756683545,-0.16560526076256138,-0.19015713208250434,-0.026641387616946493,0.15658488478949173,0.05357024976679821,43.138312043448636,-0.543395690874366,0.309650748298174,0.0,1.0,0.0,stand
20000,3,-0.04239266307137812,-0.16609873616575355,-0.019157568416285915,-0.1794540366262628,0.049824381776087286,-0.03487047779306759,42.23434248795322,0.6555785291895337,0.5297653157907158,0.0,1.0,0.0,stand
20000,4,-0.36409498829459375,0.13640091863758086,0.016498424642323692,0.04524724740812239,-0.040796217160995026,0.025796585977392584,41.31068899125849,0.5790954628253018,0.7690419848443137,0.0,1.0,1.0,stand
20000,5,0.28450972214125964,0.09967433622711042,-0.4267286269188736,0.012579468138799114,-0.10369842047893255,0.1611996310347964,40.40443550183204,0.8269055936888828,-0.3968842890790184,0.0,1.0,0.0,stand
20000,6,-0.03897405342739893,0.014354566152178939,-0.3658566078566835,0.13857724765613003,0.23412870205435984,-0.04925116821160935,39.50220236734964,-1.3470829898591075,-1.033719730641274,0.0,0.0,1.0,stand
20000,7,-0.24520110140976048,-0.02903251080925821,0.21654827526356657,0.09813234075666834,-0.17569171013670093,-0.13797645125101043,38.59012773819326,-1.3202950899126509,-0.8268778612199125,0.0,1.0,0.0,stand
20000,8,-0.17287301977654668,0.12902432872866176,-0.2605860213190772,-0.1800958516036838,-0.014267878189839081,0.041989494920735254,37.629240493276505,-1.3337128115666674,-0.30698735690395207,0.0,0.0,1.0,stand
20000,9,-0.04103341340622054,0.19617619313238474,-0.2670732603761701,-0.08998775652403769,0.0076167411146926215,-0.1437692258388475,36.717678513235526,-1.5016925026925105,0.14175125812526507,0.0,0.0,0.0,stand
20000,10,0.35609155797247916,0.33211145904575473,-0.35802693192273355,-0.05392646284460508,-0.13108177980023655,0.0035882365896966473,35.792932785624245,-0.22733506533339742,-0.3446400389773738,0.0,1.0,0.0,stand
20000,11,-0.0926471843667645,0.07300497317632819,-0.20205447340373056,0.1448941798619754,0.09875074886130228,0.056053871519402276,34.911622910569875,-0.6040602129147041,1.4192300108042686,0.0,1.0,0.0,stand
20000,12,-0.054307820149286534,0.16936680809895152,-0.24137167892782543,-0.028743797924944393,0.18100762399209183,-0.256155060716894,33.99345147173651,2.431630445716273,-0.5977646422650083,0.0,0.0,0.0,stand
20000,13,0.30213149155628644,-0.056406897111729186,-0.1466496357713979,-0.029177535743860537,-0.09000628915768383,0.09943201657779398,33.03674549820551,-0.896102555308268,-0.29940938513194304,0.0,0.0,0.0,stand
20000,14,0.054124500390054765,-0.16621928284703952,0.19780637792259342,0.043642282791961945,-0.057128716007784214,0.016941520097172615,32.138630852530426,2.1439995701097647,-0.08812050550630543,0.0,0.0,0.0,stand
